!NGx Ngy
171 121
!  x[cm]	   y[cm]	  Bx[Arb]	By[Arb]		
-6.600000	 2.900000	-0.407628	-0.569777
-6.600000	 3.000000	-0.417366	-0.550855
-6.600000	 3.100000	-0.421314	-0.526366
-6.600000	 3.200000	-0.423161	-0.515286
-6.600000	 3.300000	-0.425607	-0.493335
-6.600000	 3.400000	-0.432914	-0.475000
-6.600000	 3.500000	-0.438375	-0.453117
-6.600000	 3.600000	-0.437016	-0.441169
-6.600000	 3.700000	-0.444132	-0.422075
-6.600000	 3.800000	-0.443706	-0.403027
-6.600000	 3.900000	-0.447825	-0.384516
-6.600000	 4.000000	-0.444664	-0.368255
-6.600000	 4.100000	-0.449875	-0.354403
-6.600000	 4.200000	-0.441525	-0.337226
-6.600000	 4.300000	-0.443925	-0.321792
-6.600000	 4.400000	-0.438981	-0.307458
-6.600000	 4.500000	-0.436398	-0.290441
-6.600000	 4.600000	-0.439018	-0.278998
-6.600000	 4.700000	-0.435773	-0.258992
-6.600000	 4.800000	-0.429541	-0.245092
-6.600000	 4.900000	-0.430122	-0.232839
-6.600000	 5.000000	-0.428687	-0.219887
-6.600000	 5.100000	-0.423432	-0.204723
-6.600000	 5.200000	-0.426841	-0.190880
-6.600000	 5.300000	-0.422891	-0.180620
-6.600000	 5.400000	-0.419954	-0.167997
-6.600000	 5.500000	-0.416982	-0.157036
-6.600000	 5.600000	-0.416373	-0.146866
-6.600000	 5.700000	-0.415274	-0.131702
-6.600000	 5.800000	-0.412640	-0.119856
-6.600000	 5.900000	-0.409651	-0.111426
-6.600000	 6.000000	-0.408268	-0.101892
-6.500000	-6.000000	 0.419936	-0.099225
-6.500000	-5.900000	 0.420397	-0.108994
-6.500000	-5.800000	 0.420506	-0.120102
-6.500000	-5.700000	 0.425454	-0.133617
-6.500000	-5.600000	 0.428278	-0.145048
-6.500000	-5.500000	 0.429044	-0.158362
-6.500000	-5.400000	 0.432955	-0.167951
-6.500000	-5.300000	 0.432339	-0.177684
-6.500000	-5.200000	 0.439860	-0.191996
-6.500000	-5.100000	 0.437101	-0.201187
-6.500000	-5.000000	 0.442745	-0.215748
-6.500000	-4.900000	 0.444295	-0.230826
-6.500000	-4.800000	 0.452272	-0.244825
-6.500000	-4.700000	 0.452710	-0.258495
-6.500000	-4.600000	 0.451041	-0.273303
-6.500000	-4.500000	 0.450242	-0.288564
-6.500000	-4.400000	 0.459024	-0.308824
-6.500000	-4.300000	 0.464099	-0.320000
-6.500000	-4.200000	 0.454625	-0.337406
-6.500000	-4.100000	 0.458794	-0.357035
-6.500000	-4.000000	 0.459427	-0.370656
-6.500000	-3.900000	 0.467424	-0.386784
-6.500000	-3.800000	 0.461979	-0.401255
-6.500000	-3.700000	 0.462059	-0.422182
-6.500000	-3.600000	 0.457976	-0.443046
-6.500000	-3.500000	 0.452976	-0.462337
-6.500000	-3.400000	 0.456179	-0.477830
-6.500000	-3.300000	 0.450904	-0.500950
-6.500000	-3.200000	 0.445720	-0.517727
-6.500000	-3.100000	 0.440727	-0.531194
-6.500000	-3.000000	 0.435758	-0.554603
-6.500000	-2.900000	 0.429743	-0.575608
-6.500000	-2.800000	 0.417593	-0.598603
-6.500000	-2.700000	 0.412840	-0.609480
-6.500000	-2.600000	 0.398090	-0.630329
-6.500000	-2.500000	 0.393146	-0.642922
-6.500000	-2.400000	 0.379645	-0.666769
-6.500000	-2.300000	 0.369521	-0.683507
-6.500000	-2.200000	 0.360523	-0.696604
-6.500000	-2.100000	 0.340395	-0.710955
-6.500000	-2.000000	 0.328877	-0.722337
-6.500000	-1.900000	 0.319702	-0.736601
-6.500000	-1.800000	 0.302633	-0.755195
-6.500000	-1.700000	 0.285217	-0.767579
-6.500000	-1.600000	 0.271572	-0.778828
-6.500000	-1.500000	 0.261237	-0.789557
-6.500000	-1.400000	 0.240511	-0.800978
-6.500000	-1.300000	 0.226100	-0.809866
-6.500000	-1.200000	 0.206545	-0.816972
-6.500000	-1.100000	 0.191008	-0.830208
-6.500000	-1.000000	 0.175777	-0.831486
-6.500000	-0.900000	 0.160218	-0.838620
-6.500000	-0.800000	 0.138382	-0.849926
-6.500000	-0.700000	 0.122626	-0.853414
-6.500000	-0.600000	 0.103424	-0.851365
-6.500000	-0.500000	 0.086269	-0.865185
-6.500000	-0.400000	 0.071334	-0.862388
-6.500000	-0.300000	 0.053051	-0.867055
-6.500000	-0.200000	 0.036977	-0.868206
-6.500000	-0.100000	 0.018356	-0.865059
-6.500000	-0.000000	 0.002424	-0.872998
-6.500000	 0.100000	-0.021078	-0.871458
-6.500000	 0.200000	-0.033340	-0.869415
-6.500000	 0.300000	-0.050913	-0.862497
-6.500000	 0.400000	-0.067268	-0.858871
-6.500000	 0.500000	-0.090608	-0.865425
-6.500000	 0.600000	-0.107204	-0.851749
-6.500000	 0.700000	-0.124022	-0.852968
-6.500000	 0.800000	-0.139264	-0.845341
-6.500000	 0.900000	-0.159199	-0.834535
-6.500000	 1.000000	-0.175050	-0.830157
-6.500000	 1.100000	-0.191642	-0.828250
-6.500000	 1.200000	-0.208872	-0.819649
-6.500000	 1.300000	-0.224664	-0.811748
-6.500000	 1.400000	-0.238987	-0.800450
-6.500000	 1.500000	-0.255528	-0.792910
-6.500000	 1.600000	-0.275407	-0.781063
-6.500000	 1.700000	-0.289451	-0.765762
-6.500000	 1.800000	-0.298382	-0.753814
-6.500000	 1.900000	-0.316337	-0.739745
-6.500000	 2.000000	-0.329503	-0.727268
-6.500000	 2.100000	-0.340936	-0.711517
-6.500000	 2.200000	-0.353765	-0.691367
-6.500000	 2.300000	-0.370738	-0.680074
-6.500000	 2.400000	-0.379260	-0.665691
-6.500000	 2.500000	-0.390121	-0.647283
-6.500000	 2.600000	-0.405264	-0.625041
-6.500000	 2.700000	-0.408940	-0.614321
-6.500000	 2.800000	-0.418371	-0.592217
-6.500000	 2.900000	-0.426893	-0.579943
-6.500000	 3.000000	-0.429253	-0.559314
-6.500000	 3.100000	-0.443433	-0.535488
-6.500000	 3.200000	-0.449393	-0.517067
-6.500000	 3.300000	-0.454946	-0.499686
-6.500000	 3.400000	-0.452557	-0.480377
-6.500000	 3.500000	-0.459231	-0.463109
-6.500000	 3.600000	-0.457215	-0.444912
-6.500000	 3.700000	-0.461966	-0.423935
-6.500000	 3.800000	-0.464962	-0.404601
-6.500000	 3.900000	-0.458998	-0.391945
-6.500000	 4.000000	-0.458690	-0.370637
-6.500000	 4.100000	-0.460246	-0.354124
-6.500000	 4.200000	-0.458512	-0.337890
-6.500000	 4.300000	-0.461724	-0.321421
-6.500000	 4.400000	-0.459427	-0.303020
-6.500000	 4.500000	-0.455336	-0.291193
-6.500000	 4.600000	-0.454381	-0.274561
-6.500000	 4.700000	-0.448145	-0.258600
-6.500000	 4.800000	-0.444333	-0.244440
-6.500000	 4.900000	-0.445644	-0.231162
-6.500000	 5.000000	-0.443564	-0.212404
-6.500000	 5.100000	-0.436714	-0.203265
-6.500000	 5.200000	-0.438797	-0.190823
-6.500000	 5.300000	-0.435241	-0.176766
-6.500000	 5.400000	-0.433337	-0.164787
-6.500000	 5.500000	-0.430619	-0.154538
-6.500000	 5.600000	-0.428009	-0.143411
-6.500000	 5.700000	-0.424447	-0.132051
-6.500000	 5.800000	-0.420714	-0.121104
-6.500000	 5.900000	-0.420921	-0.107157
-6.500000	 6.000000	-0.418925	-0.098969
-6.400000	-6.000000	 0.429540	-0.096350
-6.400000	-5.900000	 0.434377	-0.107373
-6.400000	-5.800000	 0.431406	-0.120137
-6.400000	-5.700000	 0.434994	-0.129743
-6.400000	-5.600000	 0.440864	-0.140277
-6.400000	-5.500000	 0.443853	-0.151268
-6.400000	-5.400000	 0.441242	-0.163641
-6.400000	-5.300000	 0.446455	-0.177554
-6.400000	-5.200000	 0.450011	-0.185003
-6.400000	-5.100000	 0.451839	-0.201760
-6.400000	-5.000000	 0.456955	-0.215527
-6.400000	-4.900000	 0.459962	-0.232824
-6.400000	-4.800000	 0.461216	-0.241420
-6.400000	-4.700000	 0.461673	-0.256518
-6.400000	-4.600000	 0.468296	-0.271027
-6.400000	-4.500000	 0.465691	-0.287471
-6.400000	-4.400000	 0.470210	-0.304476
-6.400000	-4.300000	 0.474854	-0.321865
-6.400000	-4.200000	 0.481765	-0.337378
-6.400000	-4.100000	 0.482684	-0.352211
-6.400000	-4.000000	 0.479819	-0.369341
-6.400000	-3.900000	 0.478800	-0.385807
-6.400000	-3.800000	 0.479714	-0.405852
-6.400000	-3.700000	 0.479645	-0.426303
-6.400000	-3.600000	 0.477578	-0.445333
-6.400000	-3.500000	 0.473984	-0.467737
-6.400000	-3.400000	 0.471191	-0.479814
-6.400000	-3.300000	 0.472983	-0.499845
-6.400000	-3.200000	 0.459632	-0.520471
-6.400000	-3.100000	 0.459153	-0.544914
-6.400000	-3.000000	 0.456480	-0.564441
-6.400000	-2.900000	 0.451963	-0.581622
-6.400000	-2.800000	 0.442282	-0.599441
-6.400000	-2.700000	 0.428474	-0.619421
-6.400000	-2.600000	 0.420324	-0.636026
-6.400000	-2.500000	 0.411384	-0.656170
-6.400000	-2.400000	 0.399463	-0.672916
-6.400000	-2.300000	 0.385204	-0.693247
-6.400000	-2.200000	 0.378018	-0.708935
-6.400000	-2.100000	 0.354536	-0.722687
-6.400000	-2.000000	 0.352898	-0.739669
-6.400000	-1.900000	 0.327469	-0.754230
-6.400000	-1.800000	 0.316186	-0.764400
-6.400000	-1.700000	 0.302875	-0.781845
-6.400000	-1.600000	 0.289001	-0.794558
-6.400000	-1.500000	 0.267299	-0.809667
-6.400000	-1.400000	 0.248559	-0.819996
-6.400000	-1.300000	 0.228469	-0.827883
-6.400000	-1.200000	 0.220789	-0.836090
-6.400000	-1.100000	 0.199019	-0.841830
-6.400000	-1.000000	 0.175942	-0.850351
-6.400000	-0.900000	 0.161822	-0.855267
-6.400000	-0.800000	 0.142955	-0.864742
-6.400000	-0.700000	 0.126726	-0.869053
-6.400000	-0.600000	 0.111663	-0.868152
-6.400000	-0.500000	 0.093079	-0.879600
-6.400000	-0.400000	 0.074958	-0.877688
-6.400000	-0.300000	 0.048827	-0.878952
-6.400000	-0.200000	 0.038666	-0.887426
-6.400000	-0.100000	 0.018887	-0.882749
-6.400000	-0.000000	 0.003767	-0.881642
-6.400000	 0.100000	-0.017853	-0.881016
-6.400000	 0.200000	-0.036184	-0.884419
-6.400000	 0.300000	-0.053102	-0.884214
-6.400000	 0.400000	-0.073666	-0.880465
-6.400000	 0.500000	-0.088884	-0.875209
-6.400000	 0.600000	-0.113134	-0.872331
-6.400000	 0.700000	-0.131995	-0.867387
-6.400000	 0.800000	-0.147620	-0.862980
-6.400000	 0.900000	-0.164721	-0.857278
-6.400000	 1.000000	-0.181428	-0.848243
-6.400000	 1.100000	-0.196584	-0.843480
-6.400000	 1.200000	-0.214724	-0.836447
-6.400000	 1.300000	-0.236576	-0.823468
-6.400000	 1.400000	-0.249107	-0.815875
-6.400000	 1.500000	-0.272133	-0.801687
-6.400000	 1.600000	-0.284469	-0.795122
-6.400000	 1.700000	-0.298944	-0.782889
-6.400000	 1.800000	-0.311113	-0.765648
-6.400000	 1.900000	-0.329984	-0.755777
-6.400000	 2.000000	-0.342812	-0.743872
-6.400000	 2.100000	-0.355102	-0.725761
-6.400000	 2.200000	-0.372560	-0.712765
-6.400000	 2.300000	-0.385640	-0.693879
-6.400000	 2.400000	-0.398735	-0.671592
-6.400000	 2.500000	-0.407786	-0.654939
-6.400000	 2.600000	-0.423873	-0.639455
-6.400000	 2.700000	-0.426700	-0.621041
-6.400000	 2.800000	-0.436806	-0.607138
-6.400000	 2.900000	-0.440514	-0.581746
-6.400000	 3.000000	-0.453597	-0.564668
-6.400000	 3.100000	-0.455037	-0.540306
-6.400000	 3.200000	-0.467348	-0.518425
-6.400000	 3.300000	-0.463492	-0.502618
-6.400000	 3.400000	-0.470351	-0.479066
-6.400000	 3.500000	-0.479449	-0.467011
-6.400000	 3.600000	-0.476612	-0.442701
-6.400000	 3.700000	-0.483592	-0.428051
-6.400000	 3.800000	-0.478546	-0.408207
-6.400000	 3.900000	-0.485629	-0.389834
-6.400000	 4.000000	-0.480731	-0.364374
-6.400000	 4.100000	-0.477081	-0.350428
-6.400000	 4.200000	-0.478349	-0.339079
-6.400000	 4.300000	-0.476989	-0.320942
-6.400000	 4.400000	-0.470078	-0.304258
-6.400000	 4.500000	-0.468939	-0.288613
-6.400000	 4.600000	-0.471556	-0.270892
-6.400000	 4.700000	-0.465670	-0.260320
-6.400000	 4.800000	-0.463146	-0.242584
-6.400000	 4.900000	-0.459684	-0.231084
-6.400000	 5.000000	-0.459718	-0.212355
-6.400000	 5.100000	-0.455247	-0.204520
-6.400000	 5.200000	-0.453398	-0.186857
-6.400000	 5.300000	-0.444706	-0.175626
-6.400000	 5.400000	-0.443542	-0.163288
-6.400000	 5.500000	-0.443978	-0.150415
-6.400000	 5.600000	-0.439568	-0.140664
-6.400000	 5.700000	-0.437031	-0.130719
-6.400000	 5.800000	-0.434652	-0.117948
-6.400000	 5.900000	-0.431789	-0.107207
-6.400000	 6.000000	-0.428575	-0.095705
-6.300000	-6.000000	 0.439935	-0.093922
-6.300000	-5.900000	 0.441401	-0.105849
-6.300000	-5.800000	 0.443312	-0.116434
-6.300000	-5.700000	 0.447158	-0.127730
-6.300000	-5.600000	 0.447415	-0.136388
-6.300000	-5.500000	 0.452250	-0.147685
-6.300000	-5.400000	 0.455461	-0.159250
-6.300000	-5.300000	 0.459383	-0.172998
-6.300000	-5.200000	 0.460660	-0.183497
-6.300000	-5.100000	 0.465095	-0.193895
-6.300000	-5.000000	 0.469380	-0.211465
-6.300000	-4.900000	 0.473757	-0.224728
-6.300000	-4.800000	 0.473478	-0.240297
-6.300000	-4.700000	 0.484618	-0.254595
-6.300000	-4.600000	 0.483303	-0.267318
-6.300000	-4.500000	 0.486135	-0.281424
-6.300000	-4.400000	 0.491491	-0.300878
-6.300000	-4.300000	 0.490672	-0.315998
-6.300000	-4.200000	 0.493908	-0.327139
-6.300000	-4.100000	 0.499646	-0.350879
-6.300000	-4.000000	 0.496213	-0.368821
-6.300000	-3.900000	 0.494051	-0.386014
-6.300000	-3.800000	 0.495591	-0.407719
-6.300000	-3.700000	 0.499377	-0.429799
-6.300000	-3.600000	 0.497350	-0.442171
-6.300000	-3.500000	 0.497202	-0.465347
-6.300000	-3.400000	 0.488935	-0.484919
-6.300000	-3.300000	 0.494408	-0.507467
-6.300000	-3.200000	 0.488321	-0.527358
-6.300000	-3.100000	 0.480106	-0.549410
-6.300000	-3.000000	 0.472399	-0.575158
-6.300000	-2.900000	 0.466140	-0.589403
-6.300000	-2.800000	 0.456892	-0.608984
-6.300000	-2.700000	 0.447032	-0.632142
-6.300000	-2.600000	 0.440897	-0.645709
-6.300000	-2.500000	 0.428778	-0.669081
-6.300000	-2.400000	 0.416874	-0.681183
-6.300000	-2.300000	 0.399771	-0.706797
-6.300000	-2.200000	 0.388273	-0.723849
-6.300000	-2.100000	 0.373830	-0.735842
-6.300000	-2.000000	 0.362096	-0.749992
-6.300000	-1.900000	 0.345495	-0.768239
-6.300000	-1.800000	 0.331207	-0.788706
-6.300000	-1.700000	 0.315027	-0.799440
-6.300000	-1.600000	 0.295860	-0.808084
-6.300000	-1.500000	 0.275254	-0.825219
-6.300000	-1.400000	 0.257475	-0.830907
-6.300000	-1.300000	 0.245239	-0.845491
-6.300000	-1.200000	 0.228165	-0.849332
-6.300000	-1.100000	 0.206973	-0.859124
-6.300000	-1.000000	 0.186404	-0.868251
-6.300000	-0.900000	 0.170507	-0.875457
-6.300000	-0.800000	 0.151440	-0.885767
-6.300000	-0.700000	 0.134439	-0.887284
-6.300000	-0.600000	 0.110008	-0.890845
-6.300000	-0.500000	 0.089901	-0.894196
-6.300000	-0.400000	 0.073402	-0.896805
-6.300000	-0.300000	 0.054905	-0.898174
-6.300000	-0.200000	 0.036781	-0.905466
-6.300000	-0.100000	 0.018641	-0.901678
-6.300000	-0.000000	 0.000369	-0.903909
-6.300000	 0.100000	-0.015853	-0.902634
-6.300000	 0.200000	-0.033577	-0.900965
-6.300000	 0.300000	-0.055170	-0.902107
-6.300000	 0.400000	-0.071010	-0.904123
-6.300000	 0.500000	-0.092617	-0.896510
-6.300000	 0.600000	-0.113974	-0.889550
-6.300000	 0.700000	-0.132545	-0.885086
-6.300000	 0.800000	-0.153451	-0.880754
-6.300000	 0.900000	-0.169965	-0.875982
-6.300000	 1.000000	-0.183850	-0.866141
-6.300000	 1.100000	-0.203660	-0.857058
-6.300000	 1.200000	-0.221973	-0.858254
-6.300000	 1.300000	-0.242458	-0.845720
-6.300000	 1.400000	-0.257717	-0.834024
-6.300000	 1.500000	-0.275303	-0.819308
-6.300000	 1.600000	-0.293658	-0.815419
-6.300000	 1.700000	-0.314349	-0.795303
-6.300000	 1.800000	-0.324341	-0.787203
-6.300000	 1.900000	-0.347640	-0.765858
-6.300000	 2.000000	-0.360135	-0.759559
-6.300000	 2.100000	-0.380733	-0.738110
-6.300000	 2.200000	-0.389254	-0.723434
-6.300000	 2.300000	-0.402839	-0.706266
-6.300000	 2.400000	-0.417362	-0.685020
-6.300000	 2.500000	-0.424493	-0.673752
-6.300000	 2.600000	-0.439893	-0.651844
-6.300000	 2.700000	-0.448998	-0.626799
-6.300000	 2.800000	-0.462545	-0.613471
-6.300000	 2.900000	-0.456816	-0.590251
-6.300000	 3.000000	-0.477044	-0.568594
-6.300000	 3.100000	-0.479683	-0.549750
-6.300000	 3.200000	-0.482458	-0.526726
-6.300000	 3.300000	-0.484615	-0.504751
-6.300000	 3.400000	-0.487490	-0.487328
-6.300000	 3.500000	-0.491003	-0.465641
-6.300000	 3.600000	-0.493748	-0.448092
-6.300000	 3.700000	-0.500406	-0.427988
-6.300000	 3.800000	-0.499965	-0.405682
-6.300000	 3.900000	-0.497288	-0.389865
-6.300000	 4.000000	-0.496671	-0.371471
-6.300000	 4.100000	-0.494938	-0.348459
-6.300000	 4.200000	-0.494392	-0.336554
-6.300000	 4.300000	-0.493606	-0.319837
-6.300000	 4.400000	-0.490050	-0.296808
-6.300000	 4.500000	-0.486242	-0.286146
-6.300000	 4.600000	-0.480211	-0.266928
-6.300000	 4.700000	-0.477194	-0.253163
-6.300000	 4.800000	-0.478107	-0.236847
-6.300000	 4.900000	-0.473085	-0.224011
-6.300000	 5.000000	-0.472976	-0.209175
-6.300000	 5.100000	-0.465764	-0.196379
-6.300000	 5.200000	-0.461763	-0.183902
-6.300000	 5.300000	-0.459200	-0.172746
-6.300000	 5.400000	-0.454482	-0.162109
-6.300000	 5.500000	-0.451811	-0.149818
-6.300000	 5.600000	-0.447992	-0.137079
-6.300000	 5.700000	-0.447361	-0.125427
-6.300000	 5.800000	-0.442991	-0.116136
-6.300000	 5.900000	-0.443559	-0.104795
-6.300000	 6.000000	-0.442022	-0.094459
-6.200000	-6.000000	 0.448117	-0.092991
-6.200000	-5.900000	 0.453409	-0.101440
-6.200000	-5.800000	 0.453212	-0.113583
-6.200000	-5.700000	 0.456701	-0.124774
-6.200000	-5.600000	 0.461137	-0.132416
-6.200000	-5.500000	 0.464642	-0.142742
-6.200000	-5.400000	 0.468454	-0.156296
-6.200000	-5.300000	 0.469287	-0.171135
-6.200000	-5.200000	 0.475301	-0.181608
-6.200000	-5.100000	 0.480145	-0.190301
-6.200000	-5.000000	 0.485401	-0.206216
-6.200000	-4.900000	 0.486824	-0.223545
-6.200000	-4.800000	 0.488875	-0.234478
-6.200000	-4.700000	 0.494428	-0.246156
-6.200000	-4.600000	 0.504628	-0.267494
-6.200000	-4.500000	 0.505579	-0.279626
-6.200000	-4.400000	 0.506667	-0.300766
-6.200000	-4.300000	 0.509597	-0.316252
-6.200000	-4.200000	 0.513154	-0.331992
-6.200000	-4.100000	 0.512394	-0.345101
-6.200000	-4.000000	 0.518905	-0.371886
-6.200000	-3.900000	 0.514366	-0.387307
-6.200000	-3.800000	 0.518308	-0.403887
-6.200000	-3.700000	 0.515794	-0.420127
-6.200000	-3.600000	 0.515571	-0.442602
-6.200000	-3.500000	 0.514264	-0.469944
-6.200000	-3.400000	 0.517043	-0.487845
-6.200000	-3.300000	 0.507549	-0.511743
-6.200000	-3.200000	 0.505411	-0.533781
-6.200000	-3.100000	 0.499468	-0.551977
-6.200000	-3.000000	 0.493857	-0.582010
-6.200000	-2.900000	 0.485338	-0.595430
-6.200000	-2.800000	 0.480468	-0.613701
-6.200000	-2.700000	 0.474576	-0.639208
-6.200000	-2.600000	 0.452381	-0.659042
-6.200000	-2.500000	 0.446713	-0.681515
-6.200000	-2.400000	 0.437391	-0.698916
-6.200000	-2.300000	 0.423772	-0.713755
-6.200000	-2.200000	 0.407557	-0.739866
-6.200000	-2.100000	 0.392798	-0.760226
-6.200000	-2.000000	 0.378981	-0.768788
-6.200000	-1.900000	 0.363134	-0.783285
-6.200000	-1.800000	 0.346400	-0.800296
-6.200000	-1.700000	 0.326010	-0.816209
-6.200000	-1.600000	 0.305906	-0.831349
-6.200000	-1.500000	 0.290499	-0.841575
-6.200000	-1.400000	 0.271005	-0.855327
-6.200000	-1.300000	 0.254187	-0.864502
-6.200000	-1.200000	 0.237165	-0.868883
-6.200000	-1.100000	 0.214345	-0.883332
-6.200000	-1.000000	 0.191051	-0.886194
-6.200000	-0.900000	 0.172568	-0.896191
-6.200000	-0.800000	 0.151028	-0.896688
-6.200000	-0.700000	 0.136297	-0.908929
-6.200000	-0.600000	 0.112569	-0.911933
-6.200000	-0.500000	 0.101606	-0.914267
-6.200000	-0.400000	 0.082241	-0.918496
-6.200000	-0.300000	 0.056673	-0.919077
-6.200000	-0.200000	 0.044406	-0.924995
-6.200000	-0.100000	 0.021634	-0.921511
-6.200000	-0.000000	 0.002816	-0.928495
-6.200000	 0.100000	-0.017581	-0.927014
-6.200000	 0.200000	-0.035535	-0.925569
-6.200000	 0.300000	-0.059762	-0.920131
-6.200000	 0.400000	-0.081106	-0.919268
-6.200000	 0.500000	-0.100232	-0.917078
-6.200000	 0.600000	-0.119511	-0.911986
-6.200000	 0.700000	-0.136179	-0.905392
-6.200000	 0.800000	-0.152117	-0.899963
-6.200000	 0.900000	-0.172769	-0.895388
-6.200000	 1.000000	-0.195905	-0.886110
-6.200000	 1.100000	-0.220103	-0.877664
-6.200000	 1.200000	-0.237350	-0.870226
-6.200000	 1.300000	-0.252690	-0.860207
-6.200000	 1.400000	-0.272280	-0.849212
-6.200000	 1.500000	-0.292676	-0.832983
-6.200000	 1.600000	-0.302785	-0.827061
-6.200000	 1.700000	-0.325473	-0.813886
-6.200000	 1.800000	-0.342235	-0.802858
-6.200000	 1.900000	-0.364797	-0.786008
-6.200000	 2.000000	-0.373059	-0.772335
-6.200000	 2.100000	-0.392244	-0.751419
-6.200000	 2.200000	-0.402193	-0.733052
-6.200000	 2.300000	-0.421570	-0.719242
-6.200000	 2.400000	-0.429041	-0.697840
-6.200000	 2.500000	-0.446770	-0.676349
-6.200000	 2.600000	-0.460456	-0.663682
-6.200000	 2.700000	-0.468522	-0.637294
-6.200000	 2.800000	-0.478776	-0.620195
-6.200000	 2.900000	-0.484794	-0.594225
-6.200000	 3.000000	-0.490977	-0.573053
-6.200000	 3.100000	-0.498948	-0.557493
-6.200000	 3.200000	-0.504481	-0.538993
-6.200000	 3.300000	-0.512996	-0.509246
-6.200000	 3.400000	-0.515097	-0.486442
-6.200000	 3.500000	-0.516194	-0.465585
-6.200000	 3.600000	-0.520715	-0.452020
-6.200000	 3.700000	-0.515487	-0.429631
-6.200000	 3.800000	-0.518677	-0.406444
-6.200000	 3.900000	-0.513073	-0.385792
-6.200000	 4.000000	-0.520644	-0.369698
-6.200000	 4.100000	-0.515607	-0.349458
-6.200000	 4.200000	-0.513795	-0.331729
-6.200000	 4.300000	-0.510302	-0.315195
-6.200000	 4.400000	-0.507484	-0.297395
-6.200000	 4.500000	-0.503034	-0.277719
-6.200000	 4.600000	-0.498116	-0.269327
-6.200000	 4.700000	-0.497540	-0.251057
-6.200000	 4.800000	-0.492649	-0.237676
-6.200000	 4.900000	-0.485480	-0.222444
-6.200000	 5.000000	-0.479219	-0.206024
-6.200000	 5.100000	-0.476050	-0.194291
-6.200000	 5.200000	-0.478470	-0.178841
-6.200000	 5.300000	-0.473965	-0.167240
-6.200000	 5.400000	-0.464746	-0.155307
-6.200000	 5.500000	-0.461421	-0.144742
-6.200000	 5.600000	-0.462963	-0.133142
-6.200000	 5.700000	-0.457875	-0.124171
-6.200000	 5.800000	-0.453244	-0.111154
-6.200000	 5.900000	-0.452054	-0.099962
-6.200000	 6.000000	-0.449389	-0.093182
-6.100000	-6.000000	 0.460621	-0.089664
-6.100000	-5.900000	 0.460772	-0.099564
-6.100000	-5.800000	 0.465230	-0.109919
-6.100000	-5.700000	 0.467178	-0.119148
-6.100000	-5.600000	 0.472483	-0.130676
-6.100000	-5.500000	 0.472850	-0.141633
-6.100000	-5.400000	 0.476841	-0.152189
-6.100000	-5.300000	 0.484105	-0.164761
-6.100000	-5.200000	 0.488150	-0.177939
-6.100000	-5.100000	 0.491799	-0.192663
-6.100000	-5.000000	 0.494342	-0.203688
-6.100000	-4.900000	 0.501457	-0.215386
-6.100000	-4.800000	 0.501051	-0.230800
-6.100000	-4.700000	 0.507525	-0.243299
-6.100000	-4.600000	 0.517361	-0.261446
-6.100000	-4.500000	 0.516040	-0.280292
-6.100000	-4.400000	 0.524162	-0.295089
-6.100000	-4.300000	 0.523727	-0.311471
-6.100000	-4.200000	 0.531607	-0.331767
-6.100000	-4.100000	 0.530105	-0.343709
-6.100000	-4.000000	 0.533438	-0.362643
-6.100000	-3.900000	 0.539070	-0.384074
-6.100000	-3.800000	 0.534703	-0.407913
-6.100000	-3.700000	 0.537206	-0.432571
-6.100000	-3.600000	 0.536004	-0.448317
-6.100000	-3.500000	 0.533911	-0.475972
-6.100000	-3.400000	 0.537560	-0.492474
-6.100000	-3.300000	 0.532506	-0.512717
-6.100000	-3.200000	 0.527311	-0.532423
-6.100000	-3.100000	 0.523662	-0.560153
-6.100000	-3.000000	 0.512602	-0.579331
-6.100000	-2.900000	 0.513219	-0.605434
-6.100000	-2.800000	 0.495829	-0.624259
-6.100000	-2.700000	 0.489504	-0.652515
-6.100000	-2.600000	 0.475682	-0.668763
-6.100000	-2.500000	 0.464662	-0.694959
